x	I	R	a	n	L	aE
36364.7	2.34579e+010	0.266943	2.34579e+010	2.292	3.75888e-005	7.9989e+008
18182.1	9.38432e+010	0.266968	9.38432e+010	2.29212	7.51745e-005	6.40001e+009
12121.4	2.11275e+011	0.26701	2.11275e+011	2.29231	0.000112802	2.1613e+010
9091.04	3.75779e+011	0.267069	3.75779e+011	2.29258	0.000150421	5.12555e+010
7272.86	5.87573e+011	0.267145	5.87573e+011	2.29293	0.000188075	1.00179e+011
6060.69	8.46846e+011	0.267237	8.46846e+011	2.29335	0.000225761	1.73262e+011
5194.89	1.15385e+012	0.267347	1.15385e+012	2.29386	0.000263488	2.75418e+011
4545.52	1.50889e+012	0.267473	1.50889e+012	2.29444	0.000301264	4.11619e+011
4040.47	1.91246e+012	0.267616	1.91246e+012	2.29509	0.000339122	5.86923e+011
3636.42	2.36463e+012	0.267776	2.36463e+012	2.29583	0.000377009	8.06329e+011
3305.84	2.86605e+012	0.267954	2.86605e+012	2.29665	0.000414968	1.07504e+012
3030.35	3.41721e+012	0.268149	3.41721e+012	2.29754	0.000453008	1.3983e+012
2797.25	4.01856e+012	0.26836	4.01856e+012	2.29852	0.000491123	1.7814e+012
2597.45	4.67091e+012	0.26859	4.67091e+012	2.29957	0.000529344	2.22985e+012
2424.28	5.3747e+012	0.268836	5.3747e+012	2.30071	0.000567653	2.74911e+012
2272.76	6.13058e+012	0.2691	6.13058e+012	2.30193	0.000606057	3.34479e+012
2139.07	6.93969e+012	0.269382	6.93969e+012	2.30323	0.000644594	4.02288e+012
2020.23	7.80244e+012	0.269682	7.80244e+012	2.30461	0.000683237	4.78906e+012
1913.91	8.72007e+012	0.269999	8.72007e+012	2.30608	0.000722023	5.64965e+012
1818.21	9.69319e+012	0.270335	9.69319e+012	2.30763	0.000760932	6.61065e+012
1731.63	1.07229e+013	0.270688	1.07229e+013	2.30926	0.00079998	7.67856e+012
1652.92	1.18105e+013	0.27106	1.18105e+013	2.31098	0.000839193	8.86011e+012
1581.05	1.29569e+013	0.27145	1.29569e+013	2.31279	0.00087856	1.0162e+013
1515.18	1.41636e+013	0.271859	1.41636e+013	2.31468	0.000918106	1.15913e+013
1454.57	1.54319e+013	0.272287	1.54319e+013	2.31666	0.000957841	1.31555e+013
1398.62	1.67627e+013	0.272734	1.67627e+013	2.31874	0.000997741	1.48616e+013
1346.82	1.81581e+013	0.2732	1.81581e+013	2.3209	0.00103787	1.67179e+013
1298.72	1.96191e+013	0.273685	1.96191e+013	2.32315	0.00107817	1.8732e+013
1253.94	2.11479e+013	0.27419	2.11479e+013	2.3255	0.00111872	2.09128e+013
1212.14	2.27459e+013	0.274714	2.27459e+013	2.32794	0.00115948	2.32687e+013
1173.04	2.44153e+013	0.275259	2.44153e+013	2.33048	0.0012005	2.58089e+013
1136.38	2.61573e+013	0.275824	2.61573e+013	2.33312	0.00124174	2.85424e+013
1101.95	2.79749e+013	0.276409	2.79749e+013	2.33585	0.00128327	3.14796e+013
1069.54	2.987e+013	0.277016	2.987e+013	2.33869	0.00132507	3.46307e+013
1038.98	3.18447e+013	0.277643	3.18447e+013	2.34162	0.00136714	3.8006e+013
1010.12	3.39018e+013	0.278292	3.39018e+013	2.34466	0.00140953	4.16172e+013
982.817	3.60433e+013	0.278962	3.60433e+013	2.34781	0.00145221	4.54751e+013
956.953	3.82728e+013	0.279655	3.82728e+013	2.35106	0.00149523	4.95931e+013
932.416	4.0593e+013	0.280369	4.0593e+013	2.35442	0.0015386	5.39838e+013
909.106	4.30066e+013	0.281107	4.30066e+013	2.3579	0.00158232	5.86601e+013
886.932	4.55174e+013	0.281868	4.55174e+013	2.36148	0.00162641	6.36368e+013
865.815	4.81287e+013	0.282652	4.81287e+013	2.36519	0.00167089	6.89288e+013
845.679	5.08441e+013	0.283459	5.08441e+013	2.36901	0.00171577	7.45515e+013
826.46	5.36674e+013	0.284292	5.36674e+013	2.37295	0.00176108	8.05212e+013
808.093	5.66036e+013	0.285148	5.66036e+013	2.37702	0.00180684	8.68568e+013
790.526	5.96559e+013	0.286031	5.96559e+013	2.38121	0.00185305	9.35748e+013
773.706	6.28299e+013	0.286938	6.28299e+013	2.38554	0.00189974	1.00696e+014
757.588	6.61308e+013	0.287872	6.61308e+013	2.38999	0.00194695	1.08241e+014
742.127	6.95636e+013	0.288833	6.95636e+013	2.39458	0.0019947	1.16232e+014
727.284	7.31336e+013	0.289821	7.31336e+013	2.39931	0.00204299	1.24691e+014
713.024	7.68478e+013	0.290836	7.68478e+013	2.40418	0.00209187	1.33644e+014
699.312	8.07122e+013	0.291881	8.07122e+013	2.4092	0.00214137	1.43117e+014
686.117	8.47343e+013	0.292954	8.47343e+013	2.41437	0.00219151	1.53138e+014
673.411	8.89212e+013	0.294057	8.89212e+013	2.4197	0.00224233	1.63737e+014
661.168	9.32806e+013	0.29519	9.32806e+013	2.42518	0.00229385	1.74945e+014
649.361	9.78223e+013	0.296355	9.78223e+013	2.43083	0.00234614	1.86798e+014
637.969	1.02555e+014	0.297552	1.02555e+014	2.43665	0.00239922	1.99333e+014
626.969	1.07488e+014	0.298781	1.07488e+014	2.44264	0.00245312	2.12587e+014
616.343	1.12635e+014	0.300044	1.12635e+014	2.44881	0.00250794	2.26606e+014
606.07	1.18004e+014	0.301342	1.18004e+014	2.45516	0.00256367	2.41432e+014
596.135	1.2361e+014	0.302676	1.2361e+014	2.46171	0.0026204	2.57118e+014
586.52	1.29468e+014	0.304046	1.29468e+014	2.46846	0.00267821	2.73717e+014
577.21	1.35592e+014	0.305454	1.35592e+014	2.47541	0.00273716	2.91287e+014
568.191	1.41998e+014	0.3069	1.41998e+014	2.48257	0.00279731	3.09891e+014
559.449	1.48705e+014	0.308387	1.48705e+014	2.48996	0.00285876	3.296e+014
550.973	1.55735e+014	0.309915	1.55735e+014	2.49757	0.00292162	3.50491e+014
542.749	1.6311e+014	0.311486	1.6311e+014	2.50543	0.00298601	3.72651e+014
534.768	1.70853e+014	0.313102	1.70853e+014	2.51353	0.00305203	3.96168e+014
527.018	1.78996e+014	0.314764	1.78996e+014	2.52189	0.00311987	4.21152e+014
519.489	1.87569e+014	0.316473	1.87569e+014	2.53053	0.00318967	4.47719e+014
512.172	1.96609e+014	0.318233	1.96609e+014	2.53945	0.00326167	4.76004e+014
505.059	2.0616e+014	0.320044	2.0616e+014	2.54867	0.00333611	5.06156e+014
498.14	2.1627e+014	0.321909	2.1627e+014	2.5582	0.00341329	5.38352e+014
491.408	2.26998e+014	0.32383	2.26998e+014	2.56805	0.00349359	5.72798e+014
484.856	2.38417e+014	0.325811	2.38417e+014	2.57826	0.00357752	6.09742e+014
478.476	2.50615e+014	0.327855	2.50615e+014	2.58883	0.00366572	6.49484e+014
472.263	2.63705e+014	0.329964	2.63705e+014	2.5998	0.00375906	6.92399e+014
466.208	2.77835e+014	0.332143	2.77835e+014	2.61117	0.00385874	7.38974e+014
460.307	2.93206e+014	0.334394	2.93206e+014	2.62298	0.00396648	7.89855e+014
454.553	3.1008e+014	0.336722	3.1008e+014	2.63526	0.00408459	8.45885e+014
448.941	3.28785e+014	0.339128	3.28785e+014	2.64801	0.00421587	9.08122e+014
443.466	3.49669e+014	0.341612	3.49669e+014	2.66124	0.00436307	9.7773e+014
438.123	3.73029e+014	0.344173	3.73029e+014	2.67495	0.00452789	1.05577e+015
432.907	3.99047e+014	0.346809	3.99047e+014	2.68914	0.00471042	1.14301e+015
427.814	4.27824e+014	0.34952	4.27824e+014	2.70382	0.00490955	1.24003e+015
422.84	4.59496e+014	0.35231	4.59496e+014	2.71901	0.00512444	1.3475e+015
417.979	4.94345e+014	0.355185	4.94345e+014	2.73476	0.00535566	1.46655e+015
413.23	5.3284e+014	0.358151	5.3284e+014	2.75111	0.00560544	1.59892e+015
408.587	5.75615e+014	0.361212	5.75615e+014	2.76808	0.00587725	1.74691e+015
404.047	6.2341e+014	0.36437	6.2341e+014	2.7857	0.00617504	1.91322e+015
399.607	6.76988e+014	0.367624	6.76988e+014	2.80396	0.00650228	2.10073e+015
395.263	7.37115e+014	0.37097	7.37115e+014	2.82285	0.00686185	2.31244e+015
391.013	8.04511e+014	0.374404	8.04511e+014	2.84236	0.00725559	2.5513e+015
386.853	8.79785e+014	0.377922	8.79785e+014	2.86246	0.00768383	2.82002e+015
382.781	9.6349e+014	0.381519	9.6349e+014	2.88312	0.008146	3.12118e+015
378.794	1.05625e+015	0.385192	1.05625e+015	2.90434	0.00864172	3.45767e+015
374.889	1.15864e+015	0.388936	1.15864e+015	2.92609	0.00917021	3.83239e+015
371.063	1.27102e+015	0.392748	1.27102e+015	2.94833	0.00972844	4.24743e+015
367.315	1.39356e+015	0.396624	1.39356e+015	2.97107	0.0103121	4.70446e+015
363.642	1.52632e+015	0.400569	1.52632e+015	2.99432	0.010916	5.20467e+015
360.042	1.66925e+015	0.404592	1.66925e+015	3.01816	0.0115335	5.74897e+015
356.512	1.82293e+015	0.408715	1.82293e+015	3.04273	0.012162	6.34042e+015
353.051	1.98857e+015	0.412965	1.98857e+015	3.0682	0.0128017	6.98435e+015
349.656	2.1685e+015	0.417377	2.1685e+015	3.09479	0.013458	7.69024e+015
346.326	2.36742e+015	0.421986	2.36742e+015	3.12269	0.0141483	8.47643e+015
343.059	2.592e+015	0.426804	2.592e+015	3.15189	0.0148995	9.36891e+015
339.852	2.8496e+015	0.431811	2.8496e+015	3.18214	0.0157401	1.03972e+016
336.706	3.14769e+015	0.436951	3.14769e+015	3.21289	0.016698	1.15921e+016
333.617	3.49269e+015	0.442118	3.49269e+015	3.24316	0.0177984	1.29818e+016
330.584	3.88448e+015	0.447123	3.88448e+015	3.27143	0.0190444	1.45705e+016
327.606	4.30766e+015	0.451745	4.30766e+015	3.29619	0.0203778	1.63047e+016
324.681	4.734e+015	0.455913	4.734e+015	3.31742	0.0216767	1.80798e+016
321.807	5.14198e+015	0.459798	5.14198e+015	3.33691	0.022831	1.98133e+016
318.984	5.52624e+015	0.46368	5.52624e+015	3.35706	0.0237883	2.14824e+016
316.211	5.89561e+015	0.467898	5.89561e+015	3.38045	0.0245427	2.31193e+016
313.485	6.28284e+015	0.472823	6.28284e+015	3.40924	0.025175	2.4852e+016
310.805	6.73782e+015	0.478573	6.73782e+015	3.44302	0.0258582	2.68814e+016
308.171	7.29442e+015	0.484915	7.29442e+015	3.47885	0.0267335	2.93508e+016
305.582	7.95977e+015	0.491486	7.95977e+015	3.51319	0.027851	3.22995e+016
303.035	8.71739e+015	0.497953	8.71739e+015	3.54324	0.0291799	3.5671e+016
300.531	9.54003e+015	0.504139	9.54003e+015	3.56786	0.0306442	3.93625e+016
298.067	1.04016e+016	0.509991	1.04016e+016	3.58712	0.0321668	4.32722e+016
295.644	1.12785e+016	0.515614	1.12785e+016	3.60277	0.0336515	4.73046e+016
293.26	1.21839e+016	0.521424	1.21839e+016	3.61812	0.0350483	5.15174e+016
290.914	1.31834e+016	0.527823	1.31834e+016	3.63364	0.0364706	5.61932e+016
288.605	1.43295e+016	0.534599	1.43295e+016	3.64324	0.0381428	6.15672e+016
286.332	1.55693e+016	0.540898	1.55693e+016	3.63895	0.0401547	6.7425e+016
284.095	1.67837e+016	0.546171	1.67837e+016	3.62071	0.0423334	7.32563e+016
281.893	1.79244e+016	0.550649	1.79244e+016	3.59423	0.0444981	7.88465e+016
279.725	1.90046e+016	0.554704	1.90046e+016	3.56322	0.0466015	8.42461e+016
277.589	2.00496e+016	0.558532	2.00496e+016	3.5281	0.0486914	8.95621e+016
275.486	2.10468e+016	0.56196	2.10468e+016	3.48746	0.0508285	9.47343e+016
273.415	2.19596e+016	0.56481	2.19596e+016	3.44267	0.0529691	9.95916e+016
271.375	2.27806e+016	0.567179	2.27806e+016	3.39676	0.0550397	1.04092e+017
269.365	2.35263e+016	0.569291	2.35263e+016	3.35234	0.0569819	1.08302e+017
267.384	2.424e+016	0.571492	2.424e+016	3.31033	0.0587941	1.12414e+017
265.432	2.49464e+016	0.573844	2.49464e+016	3.26848	0.0605715	1.1654e+017
263.509	2.56261e+016	0.576113	2.56261e+016	3.22528	0.0623699	1.2059e+017
261.613	2.6259e+016	0.578162	2.6259e+016	3.18167	0.0641594	1.24463e+017
259.744	2.68523e+016	0.58011	2.68523e+016	3.13956	0.0658743	1.28191e+017
257.902	2.74404e+016	0.582242	2.74404e+016	3.09889	0.0675168	1.31934e+017
256.086	2.8028e+016	0.584522	2.8028e+016	3.05762	0.0691694	1.35715e+017
254.295	2.86077e+016	0.586897	2.86077e+016	3.01582	0.07083	1.39497e+017
252.529	2.92131e+016	0.589657	2.92131e+016	2.97183	0.0725548	1.43446e+017
250.788	2.98062e+016	0.592364	2.98062e+016	2.91904	0.0746516	1.47374e+017
249.07	3.02247e+016	0.59354	3.02247e+016	2.85747	0.0772695	1.50474e+017
247.376	3.03783e+016	0.592364	3.03783e+016	2.7971	0.0801212	1.52275e+017
245.704	3.03015e+016	0.589063	3.03015e+016	2.74811	0.0827575	1.52923e+017
244.055	3.01196e+016	0.584799	3.01196e+016	2.71739	0.0846854	1.53032e+017
242.428	3.00059e+016	0.581363	3.00059e+016	2.70414	0.0856869	1.53478e+017
240.823	3.00563e+016	0.57975	3.00563e+016	2.70046	0.0860281	1.5476e+017
239.238	3.02515e+016	0.579704	3.02515e+016	2.69973	0.0860704	1.56797e+017
237.675	3.05546e+016	0.580795	3.05546e+016	2.70022	0.085943	1.5941e+017
236.131	3.09586e+016	0.582923	3.09586e+016	2.70149	0.0856751	1.62573e+017
234.608	3.14685e+016	0.586099	3.14685e+016	2.70243	0.0853153	1.66324e+017
233.104	3.20716e+016	0.590158	3.20716e+016	2.70139	0.0849526	1.70605e+017
231.619	3.27456e+016	0.594862	3.27456e+016	2.6995	0.0845402	1.75307e+017
230.153	3.3552e+016	0.600798	3.3552e+016	2.69822	0.0839276	1.80769e+017
228.706	3.4573e+016	0.608743	3.4573e+016	2.69232	0.0832417	1.87449e+017
227.276	3.5796e+016	0.61867	3.5796e+016	2.67198	0.0828684	1.953e+017
225.865	3.70625e+016	0.629428	3.70625e+016	2.62919	0.0832409	2.03473e+017
224.47	3.81351e+016	0.639229	3.81351e+016	2.56504	0.0845781	2.10662e+017
223.093	3.88312e+016	0.646423	3.88312e+016	2.49024	0.086808	2.15832e+017
221.733	3.91293e+016	0.65017	3.91293e+016	2.42092	0.0895045	2.18823e+017
220.389	3.92237e+016	0.651453	3.92237e+016	2.36914	0.0919338	2.20689e+017
219.062	3.93887e+016	0.652807	3.93887e+016	2.33297	0.093597	2.2296e+017
217.75	3.97394e+016	0.656062	3.97394e+016	2.29933	0.094729	2.263e+017
216.454	4.01641e+016	0.660789	4.01641e+016	2.25795	0.0959741	2.30088e+017
215.173	4.04949e+016	0.66546	4.04949e+016	2.20839	0.0977457	2.33364e+017
213.907	4.06187e+016	0.668558	4.06187e+016	2.15661	0.100144	2.35463e+017
212.656	4.0536e+016	0.669266	4.0536e+016	2.1113	0.102904	2.36365e+017
211.42	4.0351e+016	0.668008	4.0351e+016	2.07739	0.105577	2.36663e+017
210.198	4.01688e+016	0.665792	4.01688e+016	2.05426	0.107857	2.36964e+017
208.99	4.00365e+016	0.663297	4.00365e+016	2.03947	0.109662	2.37549e+017
207.796	3.99819e+016	0.660899	3.99819e+016	2.03215	0.110905	2.38588e+017
206.615	4.00619e+016	0.659407	4.00619e+016	2.03063	0.111452	2.40432e+017
